114	20
122	2
110	20
99	1
119	-7
105	-2
105	0
137	3
99	7
118	1
121	11
130	46
116	0
126	-11
136	-14
137	11
136	1
125	35
132	-5
113	-1
143	-12
109	-1
110	-1
115	-3
101	-4
131	29
125	-14
107	-3
